userid,age,gender,domisili,pekerjaan,instansi,hobi
67307,22,female,Kota Tasikmalaya,Video editor,Universitas Brawijaya (UB),Membaca
82271,18,female,Kabupaten Tuban,Blogger,Universitas Lampung (UNILA),Eksplor alam
12189,15,male,Kabupaten Lebak,Web developer,PT PLN,Bermain game
87581,15,female,Kabupaten Klaten,Content creator,PT Garuda Indonesia,Berkebun
6688,31,male,Kota Bandung,Content writer,PT Semen Indonesia,Memelihara hewan
71583,18,male,Kabupaten Wonogiri,Mahasiswa,PT Pertamina,Olahraga
59102,35,female,Kota Mojokerto,Blogger,Institut Teknologi Bandung (ITB),Berkebun
46982,56,male,Kabupaten Gunungkidul,Programmer,PT Semen Indonesia,Kolektor
28928,47,female,Kabupaten Pati,App developer,PT Pertamina,Berkebun
11811,62,female,Kabupaten Kuningan,Ilustrator,Universitas Hasanuddin (UNHAS),Membaca
28955,19,male,Kota Blitar,Content writer,Universitas Negeri Semarang (UNNES),Mendengarkan musik
79019,27,male,Kabupaten Tuban,Blogger,Universitas Negeri Surabaya (UNESA),Menonton
56868,52,male,Kota Batu,Siswa,Universitas Dian Nuswantoro,Melukis
59674,22,male,Kabupaten Klaten,Blogger,Universitas Negeri Yogyakarta (UNY),Bermain musik
47165,58,male,Kabupaten Sragen,Programmer,Universitas Hasanuddin (UNHAS),Fotografi
66433,17,male,Kota Bekasi,Data analyst,Universitas Indonesia (UI),Melukis
15264,53,female,Kota Probolinggo,Mahasiswa,Universitas Gunadarma,Membaca
32282,29,female,Kota Cilegon,Content creator,SMA A,Programming
31627,24,male,Kabupaten Cilacap,Desain grafis,Universitas Sumatera Utara (USU),Fotografi
90612,17,female,Kabupaten Magetan,Programmer,Universitas Negeri Semarang (UNNES),Membaca
29665,36,male,Kabupaten Sumedang,Web developer,PT Astra International,Eksplor alam
83879,21,male,Kota Banjar,Desain grafis,Universitas Negeri Surabaya (UNESA),Membaca
67903,72,female,Kabupaten Lumajang,App developer,PT Semen Indonesia,Bermain game
72507,19,male,Kota Semarang,Programmer,Universitas Gunadarma,Olahraga
54726,37,female,Kota Madiun,Programmer,Universitas Telkom,Memelihara hewan
83633,17,female,Kota Bekasi,Ilustrator,PT Unilever Indonesia,Merakit model
17350,28,female,Kabupaten Bekasi,Programmer,Universitas Gunadarma,Menganyam
64279,22,female,Kabupaten Purwakarta,App developer,PT PLN,Memasak
84422,15,female,Kabupaten Bekasi,Web developer,Universitas Negeri Jakarta (UNJ),Kolektor
57033,55,female,Kabupaten Bojonegoro,Penulis,PT Gudang Garam Tbk,Menyanyi
92005,57,female,Kabupaten Kebumen,Penerjemah,PT Bank Central Asia Tbk,Menonton
83480,17,male,Kota Tegal,Content creator,PT Freeport,Menyanyi
8894,35,female,Kabupaten Trenggalek,Web developer,Universitas Bina Nusantara (Binus),Bermain musik
204,19,male,Kabupaten Kendal,Blogger,PT Bank Mandiri Tbk,Menari
26319,52,female,Kabupaten Bangkalan,Siswa,SMA A,Mendengarkan musik
56547,18,female,Kabupaten Semarang,Programmer,PT Unilever Indonesia,Olahraga
94293,102,male,Kabupaten Banyuwangi,Penulis,PT Bank Rakyat Indonesia Tbk,Memelihara hewan
76210,21,female,Kota Bandung,App developer,PT Bank Rakyat Indonesia Tbk,Memelihara hewan
54005,25,female,Kabupaten Lamongan,Content creator,Institut Teknologi Sepuluh Nopember (ITS),Menyanyi
3202,18,female,Kabupaten Sukabumi,Infuencer,SMA A,Olahraga
31951,70,female,Kabupaten Sampang,Data analyst,PT Garuda Indonesia,Makan
15820,68,female,Kota Cimahi,Data analyst,PT Astra International,Melukis
16384,22,male,Kabupaten Gunungkidul,App developer,Universitas Hasanuddin (UNHAS),Membaca
83989,41,female,Kabupaten Jepara,Content creator,Universitas Telkom,Fotografi
22442,33,male,Kabupaten Malang,Content creator,PT Gudang Garam Tbk,Bermain musik
5698,40,male,Kabupaten Lamongan,Infuencer,PT Bank Rakyat Indonesia Tbk,Makan
24557,23,male,Kabupaten Pekalongan,Siswa,Universitas Dian Nuswantoro,Membaca
77321,18,male,Kabupaten Kediri,Infuencer,Universitas Airlangga (UNAIR),Memelihara hewan
53422,62,male,Kota Bekasi,Blogger,Universitas Negeri Surabaya (UNESA),Merakit model
76179,16,male,Kabupaten Pangandaran,Content writer,PT Freeport,Memasak
92703,17,female,Kabupaten Pandeglang,Penulis,PT Gudang Garam Tbk,Olahraga
15542,19,female,Kabupaten Tegal,Content creator,Universitas Negeri Semarang (UNNES),Kolektor
43024,70,female,Kota Mojokerto,Penulis,Universitas Negeri Semarang (UNNES),Fotografi
74627,16,male,Kabupaten Sukoharjo,Desain grafis,PT PLN,Memasak
85110,17,male,Kota Semarang,Programmer,Universitas Diponegoro (UNDIP),Merakit model
93754,16,female,Kabupaten Indramayu,Ilustrator,Institut Teknologi Bandung (ITB),Programming
59019,19,female,Kabupaten Sleman,Ilustrator,Universitas Sumatera Utara (USU),Menari
65624,14,male,Kota Bandung,Content writer,Universitas Airlangga (UNAIR),Merakit model
81800,54,female,Kabupaten Pacitan,Video editor,PT Semen Indonesia,Mendengarkan musik
89517,108,male,Kabupaten Magetan,Mahasiswa,Universitas Negeri Yogyakarta (UNY),Makan
7341,16,female,Kabupaten Grobogan,Web developer,Universitas Negeri Malang (UM),Menulis
25415,55,male,Kabupaten Batang,Penerjemah,PT Astra International,Berkebun
15336,66,female,Kabupaten Purbalingga,Blogger,Universitas Bina Nusantara (Binus),Mendengarkan musik
71,16,female,Kabupaten Kebumen,Content creator,Universitas Negeri Surabaya (UNESA),Melukis
81057,23,female,Kota Magelang,Web developer,PT Bank Central Asia Tbk,Bermain game
91413,17,male,Kabupaten Malang,Penulis,Universitas Negeri Jakarta (UNJ),Olahraga
53165,16,male,Kabupaten Sukoharjo,Content creator,PT Garuda Indonesia,Fotografi
1379,43,female,Kabupaten Banjarnegara,Blogger,Universitas Bina Nusantara (Binus),Menonton
32486,25,female,Kabupaten Brebes,Programmer,Universitas Bina Nusantara (Binus),Menulis
61736,24,male,Kota Tasikmalaya,Content writer,Universitas Gadjah Mada (UGM),Olahraga
10427,21,female,Kabupaten Purbalingga,Blogger,Universitas Negeri Malang (UM),Memelihara hewan
20639,40,male,Kota Sukabumi,Mahasiswa,Universitas Gadjah Mada (UGM),Menulis
38229,43,female,Kabupaten Madiun,Content creator,Universitas Udayana (UNUD),Menari
83007,52,male,Kabupaten Magetan,Web developer,PT Bank Mandiri Tbk,Bermain game
12628,62,female,Kabupaten Purwakarta,Video editor,Universitas Padjadjaran (UNPAD),Memelihara hewan
67055,23,female,Kabupaten Cilacap,Web developer,Universitas Hasanuddin (UNHAS),Programming
19671,29,female,Kota Banjar,Blogger,Universitas Lampung (UNILA),Menganyam
960,30,female,Kabupaten Magelang,App developer,PT Freeport,Memelihara hewan
29250,36,female,Kabupaten Batang,App developer,Universitas Negeri Semarang (UNNES),Bermain musik
5941,26,female,Kabupaten Pasuruan,App developer,Universitas Diponegoro (UNDIP),Eksplor alam
77558,18,female,Kabupaten Indramayu,Siswa,Universitas Negeri Malang (UM),Melukis
14696,72,male,Kabupaten Banyumas,Content writer,PT Astra International,Olahraga
15370,52,female,Kabupaten Kuningan,Desain grafis,PT Unilever Indonesia,Melukis
12243,21,male,Kota Batu,Blogger,Universitas Sumatera Utara (USU),Mendengarkan musik
70204,20,male,Kabupaten Kendal,Content writer,Universitas Gunadarma,Makan
26793,108,male,Kabupaten Sragen,Siswa,Universitas Udayana (UNUD),Memelihara hewan
41109,21,female,Kota Tangerang Selatan,Video editor,PT Bank Negara Indonesia Tbk,Eksplor alam
32097,67,female,Kabupaten Bangkalan,Mahasiswa,Universitas Gunadarma,Makan
98367,19,female,Kabupaten Blitar,Blogger,PT Gudang Garam Tbk,Fotografi
73765,30,male,Kota Serang,Siswa,Universitas Negeri Malang (UM),Kolektor
85870,98,female,Kota Probolinggo,Video editor,Universitas Padjadjaran (UNPAD),Melukis
49503,25,female,Kabupaten Banjarnegara,Content writer,Universitas Gadjah Mada (UGM),Menulis
16133,25,male,Kota Salatiga,Penerjemah,Universitas Andalas (UNAND),Merakit model
12891,51,male,Kabupaten Cianjur,Infuencer,Universitas Gadjah Mada (UGM),Menonton
94742,37,female,Kabupaten Subang,Web developer,Universitas Negeri Semarang (UNNES),Fotografi
10727,98,male,Kota Blitar,Content writer,PT Pertamina,Fotografi
96547,18,female,Kabupaten Tuban,Penulis,PT Bank Mandiri Tbk,Menonton
87235,23,male,Kabupaten Banyumas,Programmer,PT Gudang Garam Tbk,Menyanyi
51613,19,male,Kabupaten Blora,Content writer,Universitas Diponegoro (UNDIP),Memelihara hewan
69854,33,female,Kabupaten Gresik,Siswa,PT Semen Indonesia,Programming
81513,15,male,Kabupaten Demak,Programmer,Universitas Lampung (UNILA),Memasak
48706,19,male,Kota Tangerang Selatan,Web developer,Universitas Negeri Surabaya (UNESA),Fotografi
78172,18,female,Kabupaten Kudus,Content writer,Universitas Dian Nuswantoro,Menganyam
85319,108,male,Kota Bogor,Web developer,Universitas Dian Nuswantoro,Berkebun
98806,16,female,Kabupaten Sragen,Web developer,Universitas Hasanuddin (UNHAS),Mendengarkan musik
86189,26,male,Kabupaten Ponorogo,App developer,Institut Pertanian Bogor (IPB),Menyanyi
58451,63,male,Kabupaten Cilacap,Penerjemah,PT PLN,Menganyam
12170,14,female,Kabupaten Pangandaran,Programmer,Institut Teknologi Bandung (ITB),Bermain game
94950,21,male,Kabupaten Bondowoso,Content creator,SMA B,Menyanyi
1806,27,male,Kabupaten Temanggung,Ilustrator,Universitas Udayana (UNUD),Melukis
15754,43,male,Kota Pekalongan,Mahasiswa,Universitas Gadjah Mada (UGM),Fotografi
23348,35,male,Kabupaten Tuban,Data analyst,SMA B,Programming
65487,18,male,Kabupaten Karawang,Programmer,Universitas Indonesia (UI),Makan
57465,24,male,Kota Surabaya,Programmer,Institut Teknologi Sepuluh Nopember (ITS),Menonton
82161,21,female,Kabupaten Banyumas,Video editor,Universitas Lampung (UNILA),Olahraga
78441,23,male,Kabupaten Blitar,Data analyst,PT Bank Mandiri Tbk,Merakit model
92664,25,female,Kabupaten Blora,Penerjemah,Universitas Negeri Semarang (UNNES),Menganyam
13851,36,male,Kota Bekasi,Blogger,Universitas Telkom,Melukis
64073,29,male,Kabupaten Pekalongan,Content writer,Universitas Diponegoro (UNDIP),Melukis
5775,15,male,Kabupaten Lumajang,Video editor,PT Bank Negara Indonesia Tbk,Mendengarkan musik
84534,96,male,Kabupaten Serang,Siswa,PT Freeport,Kolektor
64462,27,female,Kota Depok,Mahasiswa,SMA B,Eksplor alam
77254,103,male,Kota Madiun,Web developer,SMA A,Fotografi
45930,29,female,Kabupaten Cianjur,Penulis,Universitas Telkom,Kolektor
21812,50,female,Kabupaten Tegal,Infuencer,Universitas Lampung (UNILA),Bermain game
77991,52,female,Kabupaten Pemalang,Content creator,PT PLN,Eksplor alam
20290,29,female,Kota Sukabumi,App developer,Universitas Negeri Surabaya (UNESA),Kolektor
29391,19,female,Kota Mojokerto,Content writer,PT Bank Central Asia Tbk,Menganyam
97679,27,female,Kota Cimahi,Programmer,Universitas Negeri Jakarta (UNJ),Memelihara hewan
77029,23,male,Kabupaten Karanganyar,Programmer,Universitas Padjadjaran (UNPAD),Olahraga
53880,31,male,Kota Salatiga,Penerjemah,Universitas Dian Nuswantoro,Menari
5196,34,male,Kota Kediri,Data analyst,SMA B,Makan
5278,47,male,Kabupaten Kuningan,App developer,Institut Teknologi Bandung (ITB),Bermain game
84059,15,male,Kabupaten Tulungagung,Content creator,Universitas Negeri Malang (UM),Menganyam
85431,18,female,Kabupaten Sragen,Penulis,PT Bank Mandiri Tbk,Bermain game
37322,28,male,Kabupaten Nganjuk,Data analyst,PT Bank Central Asia Tbk,Memasak
93952,18,female,Kota Surakarta,Siswa,PT Unilever Indonesia,Olahraga
80139,19,male,Kabupaten Cianjur,Content writer,Universitas Hasanuddin (UNHAS),Melukis
71287,25,male,Kabupaten Nganjuk,Blogger,Universitas Sebelas Maret (UNS),Olahraga
19159,18,male,Kabupaten Tegal,Ilustrator,PT PLN,Mendengarkan musik
98736,14,female,Kabupaten Sumedang,Penulis,Universitas Sebelas Maret (UNS),Memasak
89032,30,female,Kabupaten Bekasi,Web developer,SMA C,Memasak
7891,60,male,Kota Banjar,Content writer,Universitas Sebelas Maret (UNS),Kolektor
79015,49,male,Kabupaten Bogor,Web developer,Universitas Udayana (UNUD),Bermain musik
19698,35,female,Kabupaten Trenggalek,Infuencer,PT Bank Central Asia Tbk,Menari
11785,91,male,Kabupaten Wonosobo,Video editor,Universitas Bina Nusantara (Binus),Melukis
5542,32,male,Kabupaten Probolinggo,Video editor,Universitas Gunadarma,Menulis
41487,27,male,Kabupaten Sragen,Siswa,PT Unilever Indonesia,Menari
97766,22,female,Kabupaten Trenggalek,App developer,SMA A,Memasak
9179,46,male,Kabupaten Ciamis,Video editor,Universitas Gadjah Mada (UGM),Bermain musik
76614,19,female,Kabupaten Bogor,Content writer,Universitas Diponegoro (UNDIP),Makan
72632,48,male,Kabupaten Cianjur,Penerjemah,PT Semen Indonesia,Menganyam
75999,15,female,Kabupaten Kebumen,App developer,Universitas Sumatera Utara (USU),Membaca
42831,31,male,Kabupaten Sampang,App developer,Institut Teknologi Bandung (ITB),Menganyam
79886,32,male,Kabupaten Bandung Barat,Video editor,PT Gudang Garam Tbk,Programming
34366,38,female,Kabupaten Purwakarta,Video editor,Universitas Negeri Semarang (UNNES),Menulis
2094,18,male,Kota Surakarta,Data analyst,Universitas Gunadarma,Makan
35791,19,male,Kabupaten Bangkalan,Data analyst,PT Semen Indonesia,Mendengarkan musik
62922,93,female,Kabupaten Sampang,Programmer,Universitas Negeri Malang (UM),Mendengarkan musik
75274,19,female,Kota Batu,Siswa,Universitas Gunadarma,Merakit model
75600,80,female,Kabupaten Karanganyar,Penulis,Universitas Negeri Jakarta (UNJ),Menyanyi
32450,22,male,Kabupaten Trenggalek,Programmer,PT Bank Central Asia Tbk,Berkebun
48978,54,male,Kabupaten Bekasi,App developer,Universitas Gadjah Mada (UGM),Menulis
92358,68,male,Kabupaten Pemalang,Blogger,PT Bank Rakyat Indonesia Tbk,Programming
24691,62,male,Kabupaten Bekasi,Web developer,PT Bank Negara Indonesia Tbk,Memasak
20950,26,male,Kabupaten Sragen,Content writer,Institut Pertanian Bogor (IPB),Bermain musik
19207,55,female,Kabupaten Lumajang,Data analyst,Universitas Lampung (UNILA),Menonton
72644,22,male,Kabupaten Lumajang,Content creator,Universitas Indonesia (UI),Berkebun
41722,67,male,Kota Malang,Desain grafis,Universitas Indonesia (UI),Melukis
63948,39,female,Kota Mojokerto,Content creator,PT Astra International,Berkebun
43928,23,female,Kabupaten Ngawi,Blogger,PT PLN,Menari
38145,29,female,Kabupaten Purwakarta,Penerjemah,PT Pertamina,Merakit model
31448,46,male,Kabupaten Kudus,Web developer,Institut Pertanian Bogor (IPB),Kolektor
73344,23,female,Kota Pasuruan,Infuencer,PT Telkom Indonesia,Eksplor alam
56215,34,male,Kabupaten Karawang,Programmer,Universitas Hasanuddin (UNHAS),Bermain game
23594,33,male,Kabupaten Jombang,Data analyst,Universitas Udayana (UNUD),Memelihara hewan
66699,47,male,Kabupaten Sumedang,Desain grafis,Universitas Diponegoro (UNDIP),Memasak
8647,28,male,Kabupaten Tuban,Siswa,Universitas Gunadarma,Menulis
44867,67,female,Kabupaten Mojokerto,Web developer,Universitas Dian Nuswantoro,Membaca
12998,38,male,Kabupaten Bangkalan,Web developer,SMA A,Menulis
21054,37,female,Kota Bogor,Content creator,PT Pertamina,Kolektor
29904,28,female,Kota Bandung,App developer,Universitas Sumatera Utara (USU),Membaca
82607,36,male,Kabupaten Pasuruan,Siswa,Universitas Negeri Malang (UM),Bermain musik
32737,16,male,Kota Blitar,Mahasiswa,Universitas Gadjah Mada (UGM),Bermain game
97720,15,female,Kota Blitar,Ilustrator,SMA B,Makan
94433,15,male,Kota Tasikmalaya,Siswa,Universitas Indonesia (UI),Fotografi
62563,20,female,Kabupaten Serang,Penulis,Universitas Andalas (UNAND),Menyanyi
82424,19,male,Kabupaten Klaten,App developer,Universitas Brawijaya (UB),Memasak
98315,14,female,Kota Cilegon,Penerjemah,Universitas Negeri Jakarta (UNJ),Memelihara hewan
64403,28,female,Kota Malang,Content creator,PT Garuda Indonesia,Menganyam
68676,16,male,Kabupaten Sampang,Ilustrator,SMA C,Mendengarkan musik
87477,23,female,Kabupaten Malang,Penulis,PT Pertamina,Fotografi
8194,51,male,Kota Tangerang Selatan,Desain grafis,Universitas Dian Nuswantoro,Eksplor alam
15510,25,female,Kabupaten Serang,Infuencer,Institut Teknologi Bandung (ITB),Eksplor alam
45420,18,male,Kabupaten Sragen,App developer,PT Bank Rakyat Indonesia Tbk,Menonton
7771,43,male,Kabupaten Magetan,Siswa,Universitas Dian Nuswantoro,Mendengarkan musik
77323,51,male,Kota Tangerang Selatan,Mahasiswa,PT Garuda Indonesia,Eksplor alam
8230,33,male,Kabupaten Sidoarjo,Penulis,Universitas Gadjah Mada (UGM),Programming
502,23,male,Kabupaten Bantul,Penerjemah,PT Garuda Indonesia,Makan
9768,33,female,Kabupaten Bojonegoro,Siswa,Institut Teknologi Sepuluh Nopember (ITS),Menulis
34887,40,male,Kota Tegal,Mahasiswa,Universitas Gadjah Mada (UGM),Menari
55968,50,female,Kabupaten Probolinggo,Desain grafis,Universitas Hasanuddin (UNHAS),Kolektor
65409,28,male,Kabupaten Malang,Programmer,Universitas Bina Nusantara (Binus),Mendengarkan musik
71548,18,male,Kota Sukabumi,Programmer,Universitas Sebelas Maret (UNS),Olahraga
2654,31,male,Kota Mojokerto,Content creator,Universitas Telkom,Merakit model
50505,17,male,Kabupaten Blitar,Penerjemah,Universitas Gunadarma,Bermain musik
96137,83,female,Kota Tegal,Ilustrator,Universitas Diponegoro (UNDIP),Melukis
91062,23,male,Kota Cilegon,Web developer,PT PLN,Menganyam
8132,33,male,Kabupaten Bekasi,Infuencer,PT Freeport,Bermain game
26361,19,female,Kabupaten Ngawi,Content creator,Universitas Bina Nusantara (Binus),Menonton
7906,63,female,Kabupaten Karawang,Data analyst,PT Garuda Indonesia,Fotografi
48803,17,male,Kabupaten Tulungagung,Infuencer,Universitas Bina Nusantara (Binus),Melukis
17434,66,female,Kabupaten Pekalongan,Penulis,Universitas Gadjah Mada (UGM),Olahraga
26367,69,female,Kabupaten Rembang,Penulis,Universitas Airlangga (UNAIR),Memelihara hewan
68632,85,male,Kabupaten Lumajang,App developer,PT Bank Negara Indonesia Tbk,Menonton
18524,26,male,Kabupaten Blora,Penulis,PT Astra International,Berkebun
1265,38,male,Kabupaten Gunungkidul,App developer,Universitas Hasanuddin (UNHAS),Membaca
18957,21,male,Kabupaten Pemalang,Desain grafis,Universitas Udayana (UNUD),Kolektor
18466,22,male,Kota Serang,Blogger,Universitas Gadjah Mada (UGM),Makan
78976,53,male,Kota Batu,Penerjemah,Universitas Diponegoro (UNDIP),Menganyam
83228,16,male,Kabupaten Wonogiri,Web developer,Universitas Indonesia (UI),Menari
95920,17,female,Kota Surakarta,Ilustrator,Universitas Negeri Yogyakarta (UNY),Menyanyi
59196,14,male,Kabupaten Ngawi,Data analyst,Universitas Negeri Yogyakarta (UNY),Memasak
93638,19,male,Kabupaten Pemalang,App developer,PT PLN,Membaca
67833,26,female,Kota Semarang,Content creator,Universitas Gadjah Mada (UGM),Melukis
34988,17,male,Kabupaten Sampang,App developer,Institut Teknologi Sepuluh Nopember (ITS),Menyanyi
19553,34,female,Kabupaten Rembang,App developer,PT Bank Mandiri Tbk,Menganyam
79993,34,female,Kota Mojokerto,Content creator,SMA B,Menari
83437,33,male,Kabupaten Banyumas,Mahasiswa,Universitas Airlangga (UNAIR),Memasak
30137,21,male,Kota Bekasi,Ilustrator,PT Bank Central Asia Tbk,Bermain game
34404,39,female,Kabupaten Sidoarjo,Desain grafis,PT Telkom Indonesia,Menari
72549,60,female,Kota Surabaya,Siswa,PT Semen Indonesia,Eksplor alam
19474,54,female,Kota Salatiga,Video editor,PT Bank Central Asia Tbk,Makan
68859,70,female,Kota Bogor,Content creator,Universitas Negeri Surabaya (UNESA),Menonton
1426,45,female,Kota Pasuruan,Penerjemah,Universitas Sebelas Maret (UNS),Memelihara hewan
25454,65,female,Kabupaten Madiun,Penulis,Universitas Negeri Malang (UM),Olahraga
46682,25,male,Kabupaten Rembang,Content creator,Universitas Gunadarma,Merakit model
71498,16,male,Kabupaten Semarang,Content writer,Universitas Diponegoro (UNDIP),Fotografi
36645,59,male,Kabupaten Pemalang,Content creator,Universitas Sumatera Utara (USU),Olahraga
76759,24,male,Kabupaten Tegal,Desain grafis,PT Semen Indonesia,Berkebun
33729,64,male,Kabupaten Gunungkidul,Content creator,PT Garuda Indonesia,Merakit model
38050,29,male,Kabupaten Bangkalan,Penerjemah,SMA B,Programming
30920,35,male,Kabupaten Demak,Content writer,Universitas Gunadarma,Programming
69359,26,female,Kabupaten Pekalongan,Content writer,Universitas Brawijaya (UB),Bermain game
82399,68,female,Kabupaten Klaten,Ilustrator,Universitas Negeri Jakarta (UNJ),Menganyam
63018,56,male,Kabupaten Pekalongan,Blogger,Universitas Telkom,Bermain musik
43137,28,male,Kota Probolinggo,Programmer,Universitas Lampung (UNILA),Bermain musik
27034,43,male,Kabupaten Tulungagung,Penulis,Universitas Diponegoro (UNDIP),Melukis
86972,19,female,Kabupaten Bojonegoro,Penulis,PT Bank Negara Indonesia Tbk,Merakit model
62519,25,male,Kota Salatiga,Desain grafis,Universitas Padjadjaran (UNPAD),Merakit model
19853,29,female,Kota Surabaya,Content creator,Universitas Negeri Semarang (UNNES),Olahraga
61983,25,female,Kabupaten Sragen,Penulis,Universitas Negeri Jakarta (UNJ),Bermain musik
66233,18,male,Kabupaten Ciamis,Penerjemah,Universitas Dian Nuswantoro,Berkebun
76294,18,male,Kota Tangerang Selatan,Penerjemah,Universitas Gadjah Mada (UGM),Mendengarkan musik
65201,21,male,Kabupaten Tuban,Programmer,Universitas Sumatera Utara (USU),Bermain game
84383,19,male,Kabupaten Cilacap,Siswa,PT Garuda Indonesia,Menonton
17948,21,male,Kabupaten Situbondo,Penerjemah,Universitas Negeri Yogyakarta (UNY),Kolektor
74919,31,male,Kabupaten Majalengka,App developer,PT Bank Rakyat Indonesia Tbk,Makan
23718,26,male,Kabupaten Grobogan,Mahasiswa,PT Unilever Indonesia,Memasak
49686,58,male,Kota Semarang,Mahasiswa,Institut Teknologi Bandung (ITB),Menyanyi
32313,22,male,Kabupaten Lebak,Desain grafis,Universitas Sebelas Maret (UNS),Programming
59835,48,male,Kabupaten Purworejo,Ilustrator,Institut Teknologi Bandung (ITB),Programming
49755,16,male,Kabupaten Ngawi,Ilustrator,Universitas Sumatera Utara (USU),Bermain game
46336,19,male,Kabupaten Pati,Web developer,Universitas Diponegoro (UNDIP),Kolektor
38360,18,male,Kabupaten Lumajang,Ilustrator,Institut Pertanian Bogor (IPB),Menyanyi
47542,26,female,Kabupaten Kediri,Web developer,Universitas Sumatera Utara (USU),Eksplor alam
3976,24,male,Kabupaten Sragen,Content creator,Universitas Gadjah Mada (UGM),Merakit model
14842,27,male,Kota Surabaya,Penerjemah,PT Garuda Indonesia,Olahraga
62484,18,female,Kabupaten Bantul,Programmer,Institut Teknologi Sepuluh Nopember (ITS),Menyanyi
54761,82,female,Kabupaten Purworejo,Penulis,SMA B,Kolektor
76194,18,female,Kabupaten Ciamis,Content writer,PT Freeport,Mendengarkan musik
20758,27,female,Kota Serang,Blogger,PT Unilever Indonesia,Melukis
91756,103,female,Kabupaten Cirebon,Data analyst,PT Bank Negara Indonesia Tbk,Olahraga
88819,18,female,Kota Surabaya,Programmer,Universitas Negeri Yogyakarta (UNY),Menonton
64172,24,male,Kabupaten Grobogan,App developer,Universitas Negeri Jakarta (UNJ),Menulis
27579,45,female,Kabupaten Malang,Penerjemah,Universitas Bina Nusantara (Binus),Menari
26706,50,male,Kabupaten Probolinggo,Video editor,PT Unilever Indonesia,Fotografi
31456,49,male,Kabupaten Lebak,Content creator,Universitas Brawijaya (UB),Eksplor alam
41504,27,male,Kota Cilegon,Web developer,Institut Pertanian Bogor (IPB),Menulis
78951,20,male,Kabupaten Malang,Content creator,PT Semen Indonesia,Menonton
69289,23,male,Kabupaten Karanganyar,Data analyst,SMA B,Menonton
74706,31,male,Kabupaten Situbondo,Mahasiswa,PT Telkom Indonesia,Menganyam
12507,39,male,Kota Kediri,Desain grafis,Universitas Hasanuddin (UNHAS),Merakit model
49391,28,male,Kabupaten Demak,Desain grafis,Institut Pertanian Bogor (IPB),Menganyam
25626,47,female,Kabupaten Nganjuk,Desain grafis,PT Telkom Indonesia,Menyanyi
1999,16,male,Kabupaten Pekalongan,Data analyst,Universitas Diponegoro (UNDIP),Menonton
90891,18,female,Kabupaten Tangerang,App developer,SMA A,Kolektor
95364,19,female,Kabupaten Ciamis,Penerjemah,Universitas Padjadjaran (UNPAD),Fotografi
58399,18,male,Kabupaten Bandung Barat,Infuencer,PT Semen Indonesia,Berkebun
49603,61,female,Kota Tangerang Selatan,Infuencer,PT Unilever Indonesia,Memelihara hewan
50456,56,female,Kabupaten Trenggalek,Content writer,Universitas Gunadarma,Merakit model
77194,22,male,Kabupaten Purbalingga,Blogger,Universitas Telkom,Menganyam
43497,30,male,Kabupaten Trenggalek,App developer,Universitas Bina Nusantara (Binus),Merakit model
43588,26,male,Kabupaten Blitar,Infuencer,PT Gudang Garam Tbk,Kolektor
65931,19,male,Kabupaten Jombang,Infuencer,Universitas Diponegoro (UNDIP),Menganyam
10809,25,female,Kabupaten Nganjuk,Data analyst,Universitas Gadjah Mada (UGM),Berkebun
71430,22,male,Kabupaten Garut,Web developer,PT PLN,Membaca
33756,57,male,Kabupaten Boyolali,Programmer,Universitas Telkom,Mendengarkan musik
41018,66,female,Kota Depok,Data analyst,Institut Teknologi Sepuluh Nopember (ITS),Mendengarkan musik
83858,31,female,Kabupaten Mojokerto,Ilustrator,PT Bank Negara Indonesia Tbk,Eksplor alam
22650,27,male,Kota Malang,Penerjemah,PT PLN,Menulis
23693,33,male,Kabupaten Jombang,Desain grafis,PT PLN,Berkebun
49413,37,male,Kota Jakarta,Siswa,PT Bank Mandiri Tbk,Menari
2288,23,male,Kabupaten Tangerang,Data analyst,PT Telkom Indonesia,Programming
72211,18,female,Kabupaten Magetan,Data analyst,PT Bank Rakyat Indonesia Tbk,Menulis
77732,16,male,Kabupaten Demak,Data analyst,PT Bank Rakyat Indonesia Tbk,Menyanyi
93188,20,male,Kota Madiun,Mahasiswa,Universitas Negeri Surabaya (UNESA),Membaca
42212,37,male,Kabupaten Pekalongan,Web developer,Universitas Lampung (UNILA),Mendengarkan musik
51507,21,male,Kabupaten Tasikmalaya,Infuencer,Universitas Negeri Surabaya (UNESA),Olahraga
97075,18,male,Kabupaten Boyolali,Programmer,PT PLN,Membaca
49168,19,male,Kabupaten Pacitan,Siswa,PT Freeport,Programming
2909,43,male,Kabupaten Sumedang,App developer,Institut Pertanian Bogor (IPB),Melukis
14250,15,male,Kabupaten Grobogan,Mahasiswa,Universitas Dian Nuswantoro,Menonton
96792,16,female,Kota Bekasi,Content writer,Universitas Bina Nusantara (Binus),Eksplor alam
7784,44,male,Kabupaten Tuban,Programmer,Universitas Gunadarma,Fotografi
31569,21,male,Kabupaten Kendal,Penulis,PT Semen Indonesia,Menulis
45710,33,male,Kabupaten Wonogiri,Content writer,PT Bank Negara Indonesia Tbk,Berkebun
76658,32,female,Kota Madiun,Blogger,Universitas Gunadarma,Menulis
322,20,male,Kabupaten Lebak,Blogger,Universitas Lampung (UNILA),Menulis
